id,content,year
737,"Salinas River and the channelized Old Salinas River empty into Monterey Bay off the coast  of California__no.0737, 2021. #Pacificcoast",2021
738,"The first national marine monument in the Atlantic, The Northeast Canyons and Seamounts Marine National Monument, was designated by President Obama in 2016. It lies approximately 300 miles due east of Philadelphia and is a biodiversity hot spot, protected in 2021 by a Supreme Court refusal to hear a case rejecting an effort by the commercial fishing industry to strip protections of this extraordinary undersea landscape__no.0738, 2021. #AtlanticOcean #MarineNationalMonument #biodiversityhotspot ",2016
739,"Minnesota’s Greenwood Lake Fire, north of Grand Marais in Superior National Forest was initially spotted August 15, 2021, feeding on unusually dry conditions from historic drought__no.0739, 2021.",2021
740,"Lake Alamanor in northeastern California, is partially surrounded by the Dixie Fire, California’s second largest wildfire in the state’s recorded history. (August 17, 2021)__no.0740, 2021.",2021
741,"Osage River at Lilley’s Island, southwest of Osceola, Missouri__no.0741, 2021.",2021
742,"Cheyenne Bottoms Refuge is a wetlands preserve of approximately 41,000 acres in central Kansas, a critical stopping point on the Central Flyway for the millions of birds migrating through the region annually__no.0742, 2021.  ",2021
743,"Green River within Flaming Gorge National Recreation Area, northern Utah__no.0743, 2021. ",2021
744,"Diamond Springs, Morris County, Kansas. This watershed from local springs leads into the Cottonwood River, Neosho River, Arkansas River, and Mississippi River, eventually transporting Morris county groundwaters to the Gulf of Mexico__no.0744, 2021.",2021
745,"Mekong River delta, Viet Nam, at the South China Sea__no.0745, 2021.  #Asia ",2021
746,"Atchafalaya River Delta Wildlife Management Area, Louisiana, Gulf of Mexico__no.0746, 2021. ",2021
747,"Russia’s Lena River is one of the longest in the world. Its delta extends 62 miles into the Laptev Sea to the north with an incredibly wide and intricate web of land and waters on the way__no.0747, 2021.",2021
748,"Iran’s Lake Urmia is rapidly becoming a salt plain…“Just two decades ago, Urmia was the Middle East’s biggest lake (and) tourist center.”—CNN August 22, 2021.__no.0748, 2021. ",2021
749,"Puget Sound waters at their southernmost points near Olympia, Washington, in northwestern U.S., including Budd Inlet, Eld inlet, Oyster Bay, Totten Inlet, Little Skookum Inlet, Hammersley Inlet, and Oakland Bay. All are technically a part of the broader Salish Sea, so named to pay respect to the indigenous people who lived in connection to the sea long before western settlers arrived__no.0749, 2021. #Pacificcoast",2021
750,"Manicouagan Reservoir (also Lake Maicouagan) is a lake in central Quebec, Canada, formed approximately 214 million years ago, by the impact of a meteorite 3 miles in diameter. It’s sometimes called the “eye of Quebec” because in its center is a lake island, an artificial island known as Rene-Levasseur Island, and including the Louis-Babel Ecological Reserve__no.0750, 2021. ",2021
751,"Canadian Hudson Bay’s southeastern portion surrounds a visually remarkable group of interconnected islands, owned by the Sanikiluaq Inuit. The tribe have a village and airport in the northern reaches of this fragile land__no.0751, 2021. ",2021
752,"Lake Winnipeg at Fisher Bay Park Preserve, Manitoba, Canada__no.0752, 2021.",2021
753,"Gouin Reservoir northwest of LaTuque, Quebec, Canada, includes the remote Obedjiwan Indian Reserve No. 28 with a village on the north shore providing police, post office, church, and a NAPA auto parts store__no.0753, 2021. ",2021
754,"Waterton River, Alberta, Canada__no.0754, 2021.",2021
755,"Bow River, west of Banff National Park at the Trans Canada Highway, Alberta, Canada__no.0755, 2021.",2021
756,"Waterton Lakes Park of Canada, Alberta. In 1932 Waterton Lake National Park was combined with the Glacier National Park to form the world’s first International Peace Park__no.0756, 2021. #InternationalPeacePark",1932
757,"Waters west of Belly River and of Mountain View, Alberta, Canada__no.0757, 2021.",2021
758,"The mouth of Restigouche River which flows to the northeast in Canada into Chaleur Bay and here defines the border between Quebec and New Brunswick. There’s great salmon fishing here in season__no.0758, 2021. ",2021
759,"Lake Shasta is California’s largest reservoir. As of September 7, 2021, it is at 26% capacity. All are hoping for a wet spring!!__no.0759, 2021.",2021
760,"Paw Paw River and Sand Creek north of the airport in Benton Harbor, Michigan, where water was discovered to be much worse than Flint, Michigan…while the neighboring city’s water is clean. Investigations are underway (September, 2021).__no.0760, 2021. #watercontamination  ",2021
761,"Puget Sound to the west of Everett, Washington is the second largest estuary in the US, after Chesapeake Bay. This saltwater estuary, or system of estuaries, is fed by highly seasonal freshwater from the Olympic and Cascade Mountain watersheds__no.0761, 2021.",2021
762,"Alaska’s Sag (Sagavanirktok) River at Prudhoe Bay and the Beaufort Sea,…which is adjacent to the Arctic Ocean. The Trans Alaska Pipeline System (TAPS) roughly parallels the river in some areas. Alaska’s crude oil production peaked in 1988.__no.0762, 2021.",1988
763,"Iguazu Falls on the Brazilian/Argentine frontier were recently “reduced to a relative drip” from drought of various causes. —Washington Post, September 24, 2021.__no.0763, 2021.",2021
764,"Lake Uru Uru in Bolivia, where activists are trying to clear the lake of plastics and contaminants which have floated down river into the lake__no.0764, 2021.#SouthAmerica #watercontamination",2021
765,"The Mississippi River at St. James Parish, Louisiana. Formosa Plastics wants to build a 14-plant petrochemical complex on the banks of the river in this area already known as “Cancer Alley.”__no.0765, 2021.",2021
766,"Huntington Beach, California, is seeing the impact of a more than 126,000 gallon oil spill which has polluted coastal waters and Talbert Marsh. The spill originated from a broken pipeline connected to an oil platform in the nearby bay. The surface oil is moving south toward San Diego as of October 5, 2021.__no.0766, 2021.",2021
767,"Lake Pontchartrain, New Orleans, Louisiana, at the St. Tammany Wildlife Refuge on the Northeast shore of the Lake__no.0767, 2021. ",2021
768,"Olenyok River at Laptev Sea, northern Siberia, Russia__no.0768, 2021. #Russia #Siberia",2021
769,"Patapsco River, a 39 mile-long river in central Maryland, flows into Chesapeake Bay. The river’s tidal portion forms the inner estuarine harbor for the city of Baltimore. Plans are underway to build a floating wetland within the harbor, at the aquarium, to help restore the ecological balance of that section of the river__no.0769, 2021. ",2021
770,"Lake Poopo in Bolivia is drying up. Drought is lingering. Millions of acres have been burned by wildfires. (early fall, 2021)__no.0770, 2021.",2021
771,"L’Aube RIver, east of the French village of Gevrolles: “in the Cote d’Or department and Burgundy-Franche-Comte region.”__no.0771, 2021. #France ",2021
772,"Menindee Lakes, at Kinchega National Park, have become ”a series of nine large, shallow depressions that hold water supplies for nearby towns.”—(NASA)  New South Wales, Australia__no.0772, 2021.",2021
773,"English Channel ferry terminal in Saint-Malo, France. They have a nearby center for Covid-19 vaccination marked on Google maps__no.0773, 2021. ",2021
774,"Copper River Delta at the Gulf of Alaska, east of Anchorage__no.0774, 2021.",2021
775,"Copper River Delta at the Gulf of Alaska, east of Anchorage_no.0775, 2021. ",2021
776,"The Saone River at the French village of Chemilly appears to be rich with agricultural canals__no.0776, 2021. #France #Europe",2021
777,"Long Pond, at over 700 acres, is the largest freshwater pond on Cape Cod, in Massachusetts__no.0777, 2021. ",2021
778,"Great Pond, Falmouth, Massachusetts, on Cape Cod__no.0778, 2021. #Eastcoast",2021
779,"Cuttyhunk Pond on Cuttyhunk Island, the outermost of the Elizabeth Islands off the southwestern Massachusetts coast__no.0779, 2021. ",2021
780,"Raccoon River within Des Moines Water Works Park in central Iowa. The river starts in NW Iowa and is named as one of America’s Most Endangered Rivers of 2021 due to unmitigated pollution from factory farms within the watershed. Drought and climate change exacerbate the problem for those who depend on the river for drinking water__no.0780, 2021. 781.  Platte River at Platte Lake, east of Lake Michigan on Michigan’s lower peninsula__no.0781, 2021.",2021
781,,
782,"Green Lake and Duck Lake at Interlochen, Michigan, Interlochen State Park, and Interlochen Center for the Arts__no.0782, 2021.",2021
783,"Suchiate River at the Pacific, and southernmost point of Mexico, where migrants often cross from Guatemala on their long trek north__no.0783, 2021.#Pacificcoast #migrantcrossing ",2021
784,"Alpena Wildlife Sanctuary, Alpena, Michigan at Thunder Bay in Lake Huron, Great Lakes__no.0784, 2021. ",2021
785,"Kodiak Island in Alaska saw temperatures soar to a record 67 degrees Fahrenheit on December 26th, 2021, almost 7 degrees warmer than the state’s previous high__no.0785, 2021.",2021
786,"The Arkansas River, here at the Little Arkansas River in Wichita, Kansas, begins in the Rocky Mountains, near Leadville, Colorado, and ends at the Mississippi River on the eastern edge of the state of Arkansas__no.0786, 2022. ",2022
787,"Flathead River on the Flathead Reservation in Western Montana is subject to a newly designated Cultural Waterway Ordinance granting the Reservation government protective rights related to the health of the river__no.0787, 2022. ",2022
788,"Osage River at Bagnell Dam, Lake of the Ozarks, in south central Missouri__no.0788, 2022. ",2022
789,"Acadia National Park on Maine’s coast is a seaweed hotspot. This intertidal zone may be in danger of over-harvesting as various organisms are dependent on the abundant rockweed, central to Maine’s seaweed industry__no.0789, 2022. ",2022
790,"Great Bear Lake straddles the arctic boundary in Canada’s Northwest Territories, is the 8th largest lake in the world, and generates its own weather system. In 2019 it became one of the 20 newly designated TsaTue International Biospheres in the world, “learning places for sustainable development,” declared by UNESCO__no.0790, 2022. ",2019
791,"Unknown__no.0791, 2022.",2022
792,"Karnali River near Kalikasthan, in western Nepal. A major tributary to the Ganges, it flows from Manasarovar Lake at the foot of the sacred Mount Kailas in the Himalayan Mountains__no.0792, 2022. #Asia",2022
793,"Christopher Creek near Nassauville, Florida, flows into the Atlantic in short order!__no..0793, 2022.  #Eastcoast",2022
794,"Saint Mary’s River and delicate tributaries are at the Atlantic Ocean in far northeastern Florida__no.0794, 2022.",2022
795,"Clapboard Creek at St. Johns River, Jacksonville, Florida, is part of the 46,000 acre Timucuan Ecological and Historical Preserve, one of the last unspoiled coastal wetlands on the Atlantic Coast__no.0795, 2022.",2022
796,"Canal de Chiquimulilla at Guatemala’s Pacific Coast, southeast of San Pedro__no.0796, 2022.",2022
797,"Potomac River meets the Shenandoah River in Maryland, near headquarters for the Appalachian Trail Conservancy, and Harper’s Ferry National Park__no.0797, 2022.",2022
798,"River Acome in Guatemala meets the Pacific Ocean at El Paredon, a lazy beach town popular for surfers. Nearby Sipacate-Naranjo National Park features mangrove, forests, lagoons, sandy beaches and many bird species__no.0798, 2022. #CentralAmerica #surfing",2022
799,"The Catoctin Aqueduct in Maryland is one of eleven along the Chesapeake and Ohio Canal (“The Grand Old Ditch”) operated between 1831 and 1924 along the Potomac River between Washington D.C. and Cumberland, Maryland__no.0799, 2022. #Eastcoast",1924
800,"Potomac River at Turkey Island, Northwest of Washington, D.C. and alongside the Chesapeake and Ohio Canal__no.0800, 2022. #Virginia ",2022
801,"Guatemala’s very deep Lake Atitlan, formed in a massive volcanic crater, is surrounded by coffee fields and villages__no.0801, 2022. #CentralAmerica #craterlake",2022
802,"Kankakee River and Langham Island, within Kankakee River State Park, and northwest of Kankakee, Illinois. The name “Kankakee” likely is derived from the Miami-Illinois word “teeyaahkki” referring to it’s prior status as a marsh__no.0802, 2022. ",2022
803,"Rock River at Chicago Rockford International Airport, Illinois__no.0803, 2022.",2022
804,"Land and waters directly east of Great Bear Lake in Canada’s Northwest Territories__no.0804, 2022.  ",2022
805,"Beijing 2022 Winter Olympics, where the nearby Yanqing National Alpine Ski Centre is the the venue for all alpine skiing events. It relies on artificial snow, diverting water from a key Beijing reservoir…possibly the new norm into the future, raising concerns about water usage and scarcity. (@dailyoverview, @maxartechnologies)__no.0805, 2022.  #China #Asia #waterdiversion",2022
806,"The Guayas River, south of Guayaquil, Equador, is part of the Gulf of Guayaquil, the largest estuarine ecosystem on the Pacific coast of South America. The equator is approximately 150 miles to the north of the city__no.0806, 2022. #estuaries",2022
807,"Anderson River Delta Bird Sanctuary is east of Tuktoyaktuk in Northwest Territory, Canada. 104 species use the sanctuary during their life cycle. In a respectful nod to the natural surroundings Fox Den Island is east of Snow Goose Knoll. The river empties to the north into the Beaufort Sea__no.0807, 2022. ",2022
808,"Ukraine’s Dnieper River delta at the Black Sea, near the Black Sea Biosphere Reserve of NAS (National Academy of Sciences) of Ukraine, a UNESCO program__no.0808, 2022.",2022
809,"Dnieper River and watery island formation south of Kyiv, Ukraine…recorded here February 23, 2022, as Kyiv starts hunkering down ahead of possible invasion by Russian forces__no.0809, 2022. #Russia ",2022
810,"Verde River’s Bartlett Dam northeast of Phoenix, is one of the main SRP reservoirs that provide water to the region. SRP stands for Salt River Project and is one of Arizona’s largest utilities__no.0810, 2022.  #Southwest",2022
811,"Teal Lake, in Mexico, Missouri, is an 84 acre fishing and recreational feature of this north central Missouri town__no.0811, 2022.",2022
812,"Oil pollutes Cavero Beach in Ventanilla, Callao, Peru, after high waves, attributed to the eruption of an undersea volcano in Tonga, caused an oil spill affecting wildlife, marine animals, and the local economy__no.0812, 2022.  #SouthAmerica #Pacificcoast #watercontamination",2022
813,"The Maranon River in Peru has 20 dams in planning stages. New studies calculate huge carbon dioxide emissions into the atmosphere as flooded trees and plants decompose. Maranon Waterkeeper is fighting these plans__no.0813, 2022. #SouthAmerica #MaranonRiver #DamnDams",2022
814,"Lake Oroville, Loafer Creek Arm, was pictured in a February 13th L.A. Times article “Climate Crisis and Systemic inequities drive push to reform California water laws” by Ian James. The picture had a number of boats moored in a shrinking body of water__no.0814, 2022. #Californiawaterlaws #watersupply #LATImes",2022
815,"The plume from the massive Tonga volcano eruption in the Pacific in mid-January, 2022, reached 38 miles into the atmosphere. Hunga Tonga Island was obliterated so that by January 17, all that remained were two small land masses separated by the sea and a tsunami wave of almost 50 feet in height__no.0815, 2022. #Tongavolcano #PacificOcean",2022
816,"Northern New South Wales floods in Australia, early March, 2022, in the region of the Richmond River and Wilsons River at Coraki__no.0816, 2022. #flooding",2022
817,"Major flooding of the Marcochy River in Australia’s South East Queensland, near Diddillibah in the Sunshine Coast region, north of Brisbaine, early March, 2022__no.0817, 2022.",2022
818,"South East Queensland Floods south of Brisbane, Australia, here affected the region of the Nerang River near Benowa and Broadbeach Waters, early March, 2022__no.0818, 2022.",2022
819,"The South Platte River at Ogallala, Nebraska, the town that named the large underlying Ogallala Aquifer which is being depleted at a rapid rate. Farming accounts for 94% of the groundwater use here. The larger region supplies at least one-fifth of the U.S. total annual agricultural harvest__no.0819, 2022. #WesternKansas #OgallalaAquifer",2022
820,"Siverskyi Donets River is approximately 20 miles east of Kharkiv, Ukraine’s largest city__no.0820, 2022.",2022
821,"Great Salt Lake in Utah is directly northwest of Salt Lake City in an increasingly arid region of the U.S…80%-90% of Salt Lake City’s water comes from snow, yet current models do not account for dust impacts, much of it from minerals at the site of the diminishing Great Salt Lake__no.0821, 2022.",2022
822,"Tahanroz’ka Gulf, Sea of Azov (north of the Black Sea), at Mariupol, Ukraine…”The world’s shallowest sea sits precariously between Ukraine, Russia, and annexed Crimea. With winters in the region so cold the sea freezes over during the early months of the year, the thaw that arrived this week brought with it a new struggle—the threat of a coastal invasion.” — Aljazeera, by Liz Cookman, 11 February 2022.__no.0822, 2022.  ",2022
823,"Stryl River in far western Ukraine, near Hirne__no.0823, 2022. ",2022
824,"Canals and natural streams next to a Ukraine/Belarus border crossing automobile checkpoint__no.0824, 2022.",2022
825,"Jezioro Roznowskie (reservoir) north of Nowy Sacz in southern Poland__no.0825, 2022.",2022
826,"Pripyat River within Palieski State Radioecological Reserve in Belarus, just north of the border with Ukraine and of Chernobyl where a deadly nuclear accident occurred in 1986 at the Chernobyl Nuclear Power Plant. The plant is near the town of Pripyat, a “ghost city” serving the nuclear power plant__no.0826, 2022.  #nuclearpowerplant #nuclearaccident",1986
827,"Waters and creeks or canals just south of Ukraine’s Sula River at the Orzhytsya River, north of Narizhzhia, in Poltava Oblast, central Ukraine. While these may be natural creeks there appear to be many man-made canals in Ukraine__no.0827, 2022.",2022
828,"San River in southeast Poland near Chrewt__no.0828, 2022.",2022
829,"Bug River flows into the Narew River north of Warsaw, Poland. Upstream the Bug forms part of the border between Poland and Ukraine for 115 miles, and between Belarus and Poland for slightly less__no.0829, 2022.",2022
830,"Szczecin Lagoon (anglicized to Stettin Lagoon) is shared by Germany and Poland. It is separated from the Pomeranian Bay of the Baltic Sea by the islands of Usedom and Wolin__no.0830, 2022.",2022
831,"The Grand Ethiopian Renaissance Dam (GERD) is a 6,450 MW hydropower project nearing completion on the Blue Nile in Ethiopia, located about 30 km upstream of the border with Sudan. It will be the largest hydropower project in Africa.….Headline:”Sudan: ‘GERD electric start-up a breach of legal obligations by Ethiopia’”…(within the article, this note:) ”The Blue Nile contributes approximately 85 per cent to the volume of the main Nile River. Both Egypt and Sudan heavily depend on the waters of the Nile to meet the demands of their growing populations.”—February 22, 2022, DABANGA—“Independent News from the Heart of Sudan.”__no.0831, 2022.  #downstreamwaterloss #Egypt #Sudan #Africa",2022
832,"The Zambezi River in the southern African nation of Mozambique divides the two villages of Chagaca and Sungo__no.0832, 2022.",2022
833,"Mayotte (“a French Department”) is an archipelago in the Indian Ocean between Madagascar and the coast of Mozambique.  It’s surrounded by a coral reef which shelters a lagoon and marine reserve making it a very popular diving destination__no.0833, 2022. #France #islands",2022
834,"Pivdennyi Buh River at Mykolaiv, Ukraine, the main ship-building center of the Black Sea__no.0834, 2022. #Ukraine #BlackSea ",2022
835,"Dnister River at Turunchuk River within Southern Ukraine’s Lower Dniester National Park which includes a large part of the estuary with the Black Sea…a region where floodplains and waterways are important to nesting and wintering waterfowl__no.0835, 2022.",2022
836,"(@ 2022 Deutshe Welle)  “Exclusive: How chronic oil pollution at sea goes unpunished, Investigation: 22.03.2022”… “Cargo ships continue to pollute the world’s oceans with oily wastewater. A DW investigation shows how seafarers circumvent environmental laws to save time and money, with devastating effects on the ocean.”__no.0836, 2022. #Oceanwaters #oilpollution #investigativereporting #environmentallaws",2022
837,"Zambezi River in Mozambique, at the Mozambique Channel of the Indian Ocean. The Zambezi originates in north-west Zambia in a marshy black wetland, known as a dambo, in the center of the iconic Miombo Woodlands__no.0837, 2022.",2022
838,"Prut River on the border between Moldova and Romania, southwest of Ukraine, but in   southeastern Europe__no.0838, 2022.",2022
839,"Fung Lok Wai are fishponds at Hong Kong’s Natural Reserve around the critical Deep Bay Wetlands and Shan Pui River in northwest Hong Kong. Deep Bay is an extension of the South China Sea. Among other things, the ponds are a resource for migrating birds along the East Asian flyway__no.0839, 2022.  ",2022
840,"Half of the Sahara Desert receives less than 1 inch of rain every year. This world’s largest desert includes 11 countries__no.0840, 2022. #Africa #rainfall #waterscarcity #sand",2022
841,"Tamsui River in Taiwan where this portion of the river divides Taipei City from New Taipei City__no.0841, 2022.  #EastAsia",2022
842,"Brush Creek at an unnamed creek in Mission Hills, Kansas, site of occasional serious flooding at State Park Road. Speculation about closing the backroad route in and out of the wealthy community continues__no.0842, 2022.",2022
843,"The Mdloti River below Hazelmere Dam was only one region affected by widespread, serious flooding in South Africa’s eastern coastal city of Durban in mid-April, 2022, described by its president as “catastrophe of enormous proportions.” Some parts of the province of KwaZulu-Natal recorded almost their average annual rainfall in 48 hours__no.0843, 2022.",2022
844,"The Pacific Ocean, at its widest point, is wider than the moon…12,300 miles across, which is more than five times the diameter of the moon. The view from space of the breadth of the Pacific reveals only pieces of lands along the perimeter of our earth-globe__no.0844, 2022. #OurMoon",2022
